borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1090788,173,CHRYSTIE STREET,121192057,10002,2017-10-02,PARTNERSHIP,N,40.720958,-73.992399
MANHATTAN,1091698,221,EAST 105 ST,122750157,10029,2017-10-06,CORPORATION,N,40.790626,-73.944508
MANHATTAN,1090322,60,WEST 111 STREET,122956578,10026,2017-10-11,PARTNERSHIP,N,40.798229,-73.950591
MANHATTAN,1091680,310,WEST 127 STREET,123193212,10027,2019-02-26,CORPORATION,Y,40.811626,-73.950603
MANHATTAN,1006579,3,EAST 3RD STREET,121191076,10003,2017-10-12,PARTNERSHIP,N,40.726223,-73.991366
MANHATTAN,1090354,2395,8TH AVENUE,121191557,10027,2017-10-13,PARTNERSHIP,N,40.812462,-73.949507
MANHATTAN,1090530,147,EAST 86TH STREET,122668648,10028,2017-10-24,PARTNERSHIP,N,40.779369,-73.955259
MANHATTAN,1090444,615,10 AVE,121190889,10036,2017-11-01,CORPORATION,N,40.761106,-73.994408
MANHATTAN,1089057,308,EAST 106 STREET,122965416,10029,2017-10-27,INDIVIDUAL,N,40.790347,-73.9418
MANHATTAN,1090492,310,WEST 113TH STREET,121191067,10026,2017-11-08,CORPORATION,N,40.802618,-73.957111
MANHATTAN,1090562,130,WILLIAM STREET,121192903,10038,2017-12-18,CORPORATION,N,40.709235,-74.006741
MANHATTAN,1008181,308,MULBERRY STREET,121190040,10012,2017-11-15,CORPORATION,N,40.725506,-73.994621
MANHATTAN,1090131,165,EAST 107TH STREET,122878350,10029,2017-11-14,CORPORATION,N,40.792641,-73.945098
MANHATTAN,1090230,298,EAST 2ND STREET,122866149,10009,2017-11-15,PARTNERSHIP,N,40.720081,-73.979203
MANHATTAN,1090483,91,ATTORNEY STREET,122483455,10002,2017-12-14,CORPORATION,N,40.718235,-73.984557
MANHATTAN,1089891,180,BROOME STREET,121191110,10002,2017-12-21,NYC AGENCY,N,40.716868,-73.986065
MANHATTAN,1090729,231,EAST 123 STREET,121193617,10035,2017-12-21,INDIVIDUAL,N,40.802059,-73.935949
MANHATTAN,1090723,284,W 127 ST,122189782,10027,2017-12-22,CORPORATION,N,40.811337,-73.949902
MANHATTAN,1090807,139,EAST 23RD STREET,121190969,10010,2018-01-03,CORPORATION,N,40.739388,-73.984429
MANHATTAN,1090305,301,EAST 80TH STREET,122847241,10075,2018-01-05,PARTNERSHIP,N,40.773983,-73.954443
MANHATTAN,1049869,1562,SECOND AVENUE,122143377,10028,2018-02-15,PARTNERSHIP,N,40.774746,-73.954013
MANHATTAN,1090485,171,SUFFOLK STREET,121189711,10002,2018-01-09,CORPORATION,N,40.721248,-73.984942
MANHATTAN,1035072,7,WEST 57TH STREET,121191441,10019,2018-01-16,CORPORATION,N,40.763236,-73.974586
MANHATTAN,1046433,27,EAST 79TH STREET,121190852,10075,2018-01-24,PARTNERSHIP,N,40.77652,-73.962573
MANHATTAN,1813241,152,W 136 STREET,122193063,10030,2018-02-02,CORPORATION,N,40.815385,-73.941835
MANHATTAN,1090457,368,THIRD AVENUE,121190745,10016,2018-12-20,PARTNERSHIP,N,40.741136,-73.981477
MANHATTAN,1052983,301,EAST 117 STREET,121190460,10035,2018-02-23,CORPORATION,N,40.797662,-73.937221
MANHATTAN,1090736,140,ESSEX STREET,121187642,10002,2018-02-28,CORPORATION,N,40.720291,-73.987298
MANHATTAN,1090835,118,EAST 1ST STREET,122180914,10009,2018-03-01,CORPORATION,N,40.722281,-73.986392
MANHATTAN,1090826,2306,THIRD AVENUE,121190326,10035,2017-07-31,CORPORATION,Y,40.803862,-73.935709
MANHATTAN,1059296,11,HANCOCK PLACE,123035624,10027,2018-03-09,PARTNERSHIP,N,40.810581,-73.953916
MANHATTAN,1090749,137,WEST 108 STREET,121204320,10025,2019-04-30,CORPORATION,Y,40.801083,-73.963173
MANHATTAN,1090497,59,WEST 128 STREET,122878341,10027,2018-04-19,CORPORATION,N,40.809089,-73.942621
MANHATTAN,1009751,77,CHARLTON STREET,121187731,10014,2018-03-21,CORPORATION,N,40.727266,-74.006588
MANHATTAN,1090677,355,GRAND STREET,121193449,10002,2018-03-21,CORPORATION,N,40.716739,-73.989275
